Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
Giussepe Velasquez,PHI,0.0396,0.0782,0.0334,6.29289,0.3156,0.1456,0,0,1,4.701,1.1445,0.7416,0.69921,0.185667,0.6198,,0.0472,0.5969,5.3721,5.5782,0.963053,1.671,0.126973,0.131844,-0.00487130880355835,0.283713,1.7643,0.294896,0.679821,0.416127,,6.47591,-0.000139139,-0.00066958,999,,,,sa3016463
Hsin-Chieh Lin,,0.0381,0.0767,0.0273,6.36651,0.422,0.123,0,0,1,4.745,1.1412,0.749,0.70739,0.181222,0.6524,,0.0506,0.6203,5.5827,5.8716,0.950797,1.631,0.130727,0.137492,-0.00676502287387848,0.282335,1.7936,0.296246,0.678361,0.398004,,6.47933,-0.000139139,-0.00066958,999,,,,sa3008535
Wilson Esterlin,NYM,0.0391,0.0778,0.0326,6.23745,0.3461,0.1391,0,0,1,4.782,1.0965,0.7353,0.69305,0.176111,0.721,,0.0507,0.6886,6.1974,6.489,0.955062,1.585,0.143998,0.150774,-0.00677540898323059,0.273421,1.8175,0.292597,0.688885,0.403396,,6.48239,-0.000139139,-0.00066958,999,,,,sa3019157
Grant Judkins,OAK,0.0322,0.0892,0.0392,6.31944,0.2002,0.1702,0,0,1,4.671,1.1448,0.741,0.70216,0.193556,0.5641,,0.0514,0.5665,5.0985,5.0769,1.00425,1.742,0.12128,0.120766,0.000513799488544464,0.282283,1.7089,0.288654,0.673124,0.357329,,6.48476,-0.000139139,-0.00066958,999,,,,sa3015004
Keythel Key,LAA,0.0379,0.0826,0.0367,6.38514,0.2241,0.1651,0,0,1,4.717,1.1483,0.7519,0.70946,0.185556,0.6372,,0.0532,0.6268,5.6412,5.7348,0.983679,1.67,0.132881,0.135086,-0.00220479071140289,0.285179,1.7855,0.299524,0.67745,0.419959,,6.48486,-0.000139139,-0.00066958,999,,,,sa3016282
Starlyn Castillo,PHI,0.0395,0.0791,0.0348,6.28767,0.2892,0.1512,0,0,1,4.717,1.1537,0.7425,0.69863,0.178,0.6199,,0.0626,0.5656,5.0904,5.5791,0.912405,1.602,0.119907,0.131418,-0.0115115568041801,0.285959,1.7736,0.296484,0.676397,0.438121,,6.48534,-0.000139139,-0.00066958,999,,,,sa3011608
Hung-Leng Chang,PIT,0.0358,0.0846,0.0344,6.50124,0.2323,0.1633,0,0,1,4.745,1.2034,0.7653,0.72236,0.177556,0.5918,,0.0527,0.5039,4.5351,5.3262,0.85147,1.598,0.106196,0.124721,-0.0185247659683228,0.293476,1.7952,0.300038,0.665903,0.414251,,6.48896,-0.000139139,-0.00066958,999,,,,sa3019518
Edgardo Henriquez,LAD,0.0435,0.0777,0.0389,6.37632,0.1878,0.1728,0,0,1,4.715,1.1595,0.75,0.70848,0.197333,0.5973,,0.0505,0.6372,5.7348,5.3757,1.0668,1.776,0.135143,0.126681,0.00846235454082489,0.285086,1.7568,0.297639,0.680025,0.406305,,6.48937,-0.000139139,-0.00066958,999,,,,sa3009613
Mauricio Veliz,KCR,0.0356,0.086,0.0361,6.51168,0.1919,0.1719,0,0,1,4.704,1.2328,0.7663,0.72352,0.181333,0.5298,,0.0519,0.4319,3.8871,4.7682,0.815213,1.632,0.0918155,0.112628,-0.0208120793104172,0.299056,1.7626,0.299643,0.660355,0.409788,,6.49367,-0.000139139,-0.00066958,999,,,,sa3015959
Yoscar Pimentel,ARI,0.0362,0.0857,0.0362,6.55065,0.1754,0.1754,0,0,1,4.751,1.1929,0.7706,0.72785,0.176333,0.6086,,0.0599,0.5285,4.7565,5.4774,0.868386,1.587,0.11124,0.128099,-0.0168596059083939,0.292198,1.8015,0.300967,0.663115,0.410702,,6.49587,-0.000139139,-0.00066958,999,,,,sa3009599
Jacob Steinmetz,ARI,0.0366,0.0845,0.0356,6.49962,0.2051,0.1691,0,0,1,4.781,1.1785,0.7667,0.72218,0.164111,0.666,,0.0594,0.5343,4.8087,5.994,0.802252,1.477,0.111755,0.139301,-0.0275465399026871,0.290586,1.8445,0.302154,0.667474,0.434912,,6.49608,-0.000139139,-0.00066958,999,,,,sa3017976
Moisés Chace,,0.04,0.0768,0.0331,6.14187,0.3494,0.1384,0,0,1,4.761,1.0625,0.7241,0.68243,0.176444,0.7354,,0.0538,0.7084,6.3756,6.6186,0.963285,1.588,0.148792,0.154463,-0.00567108392715454,0.267511,1.7979,0.287032,0.692382,0.395691,,6.49962,-0.000139139,-0.00066958,999,,,,sa3015346
Owen Kellington,PIT,0.0362,0.0845,0.0356,6.45786,0.2191,0.1661,0,0,1,4.769,1.1393,0.759,0.71754,0.176778,0.6826,,0.0449,0.6167,5.5503,6.1434,0.903457,1.591,0.129314,0.143133,-0.0138184130191803,0.2819,1.8219,0.296341,0.67511,0.390174,,6.50225,-0.000139139,-0.00066958,999,,,,sa3018801
Jose Nodal,HOU,0.0432,0.0737,0.033,6.21297,0.3428,0.1398,0,0,1,4.786,1.1588,0.7366,0.69033,0.156,0.6998,,0.0612,0.5314,4.7826,6.2982,0.75936,1.404,0.111032,0.146218,-0.0351859629154205,0.287901,1.8586,0.300455,0.684063,0.46248,,6.50324,-0.000139139,-0.00066958,999,,,,sa3009754
Elvis Garcia,HOU,0.0413,0.0722,0.0242,6.44148,0.4599,0.1149,0,0,1,4.75,1.1675,0.7597,0.71572,0.176444,0.6565,,0.0457,0.5739,5.1651,5.9085,0.874181,1.588,0.120821,0.138211,-0.0173894688487053,0.288428,1.824,0.300552,0.674899,0.432872,,6.50762,-0.000139139,-0.00066958,999,,,,sa3015360
Manuel Olivares,COL,0.0372,0.083,0.0363,6.39882,0.2332,0.1632,0,0,1,4.757,1.2091,0.7572,0.71098,0.167333,0.6178,,0.0525,0.4662,4.1958,5.5602,0.754613,1.506,0.0980029,0.129872,-0.0318688303232193,0.295862,1.8269,0.301684,0.671655,0.461988,,6.50887,-0.000139139,-0.00066958,999,,,,sa3009471
Raúl Rangel,,0.0375,0.0782,0.0279,6.39855,0.3939,0.1289,0,0,1,4.748,1.1835,0.7548,0.71095,0.175778,0.6236,,0.0506,0.5267,4.7403,5.6124,0.844612,1.582,0.110931,0.13134,-0.0204085856676102,0.290515,1.8071,0.29891,0.674114,0.430012,,6.50935,-0.000139139,-0.00066958,999,,,,sa3015212
Aaron Davenport,CLE,0.0367,0.0841,0.038,6.3207,0.2167,0.1667,0,0,1,4.68,1.1249,0.7418,0.7023,0.201778,0.588,,0.0456,0.6342,5.7078,5.292,1.07857,1.816,0.135513,0.125641,0.00987178087234497,0.278,1.7129,0.287539,0.678896,0.369537,,6.51055,-0.000139139,-0.00066958,999,,,,sa3017615
Josh Gessner,TEX,0.0395,0.0787,0.0324,6.36984,0.3016,0.1486,0,0,1,4.726,1.1304,0.7479,0.70776,0.196556,0.6127,,0.066,0.6647,5.9823,5.5143,1.08487,1.769,0.140647,0.129645,0.0110029578208923,0.279297,1.7431,0.293105,0.677965,0.382242,,6.51696,-0.000139139,-0.00066958,999,,,,sa3011658
Luis Rujano,CHC,0.0361,0.0816,0.031,6.41034,0.3255,0.1435,0,0,1,4.754,1.1475,0.7551,0.71226,0.177556,0.6659,,0.0532,0.6008,5.4072,5.9931,0.902238,1.598,0.126378,0.140072,-0.0136937350034714,0.284394,1.8134,0.297845,0.676307,0.41462,,6.51896,-0.000139139,-0.00066958,999,,,,sa3020904
Yujanyer Herrera,MIL,0.0367,0.0813,0.0332,6.29892,0.3131,0.1461,0,0,1,4.764,1.1617,0.7458,0.69988,0.169,0.6575,,0.0606,0.5433,4.8897,5.9175,0.826312,1.521,0.114043,0.138014,-0.0239714682102203,0.28713,1.8192,0.297786,0.678251,0.460163,,6.51974,-0.000139139,-0.00066958,999,,,,sa3015370
Andinson Ferrer,NYM,0.0388,0.0745,0.0251,6.30072,0.4748,0.1118,0,0,1,4.767,1.1118,0.7409,0.70008,0.185333,0.6812,,0.0529,0.6727,6.0543,6.1308,0.987522,1.668,0.141116,0.142899,-0.0017831027507782,0.275682,1.793,0.291813,0.686063,0.385077,,6.52127,-0.000139139,-0.00066958,999,,,,sa3018819
Gunner Mayer,PHI,0.0396,0.0814,0.0394,6.30405,0.1994,0.1704,0,0,1,4.722,1.1064,0.7421,0.70045,0.186,0.6686,,0.0555,0.6586,5.9274,6.0174,0.985043,1.674,0.139475,0.141593,-0.00211775302886963,0.276745,1.775,0.291885,0.681962,0.403121,,6.52814,-0.000139139,-0.00066958,999,,,,sa3011199
Bryan Sanchez,WSN,0.0325,0.0856,0.0312,6.44517,0.3131,0.1461,0,0,1,4.767,1.1613,0.7603,0.71613,0.169444,0.6812,,0.0547,0.5674,5.1066,6.1308,0.832942,1.525,0.119027,0.142899,-0.0238724648952484,0.288085,1.8425,0.301086,0.674151,0.436701,,6.53072,-0.000139139,-0.00066958,999,,,,sa3009558
Brian Rapp,,0.0394,0.0807,0.0376,6.30963,0.2365,0.1625,0,0,1,4.673,1.1558,0.7411,0.70107,0.204889,0.5449,,0.0471,0.5809,5.2281,4.9041,1.06607,1.844,0.12431,0.116606,0.00770383328199387,0.283215,1.7007,0.288574,0.678711,0.378765,,6.5328,-0.000139139,-0.00066958,999,,,,sa3007709
Jose Gomez,NYM,0.0385,0.0751,0.0257,6.32799,0.4607,0.1147,0,0,1,4.778,1.1259,0.745,0.70311,0.181556,0.6823,,0.0543,0.6458,5.8122,6.1407,0.946504,1.634,0.135161,0.1428,-0.00763916969299316,0.278592,1.8082,0.293818,0.68416,0.4,,6.53346,-0.000139139,-0.00066958,999,,,,sa3019253
Jose Acuna,CIN,0.0385,0.0826,0.0372,6.4179,0.201,0.17,0,0,1,4.647,1.1485,0.7522,0.7131,0.219,0.5405,,0.0555,0.6738,6.0642,4.8645,1.24662,1.971,0.144997,0.116312,0.028685174882412,0.28351,1.689,0.294313,0.677662,0.381072,,6.54244,-0.000139139,-0.00066958,999,,,,sa3015331
Ben Ethridge,MIN,0.0362,0.082,0.0299,6.54012,0.3041,0.1481,0,0,1,4.756,1.1782,0.7681,0.72668,0.185556,0.6187,,0.0491,0.5633,5.0697,5.5683,0.910457,1.67,0.11844,0.130088,-0.0116484463214874,0.288195,1.7969,0.297257,0.669303,0.390566,,6.54406,-0.000139139,-0.00066958,999,,,,sa3020820
Alex Rao,PHI,0.039,0.077,0.0289,6.38793,0.3808,0.1318,0,0,1,4.708,1.1439,0.7508,0.70977,0.193778,0.6163,,0.0516,0.6134,5.5206,5.5467,0.995295,1.744,0.130289,0.130905,-0.000615984201431274,0.283137,1.7602,0.29389,0.677945,0.395733,,6.55105,-0.000139139,-0.00066958,999,,,,sa3020595
Ryan Harvey,NYY,0.0424,0.0789,0.0402,6.30054,0.1903,0.1723,0,0,1,4.696,1.1553,0.7412,0.70006,0.202556,0.5686,,0.0473,0.5918,5.3262,5.1174,1.0408,1.823,0.126022,0.121082,0.00494037568569183,0.283155,1.7239,0.289963,0.682278,0.393475,,6.55236,-0.000139139,-0.00066958,999,,,,sa3021724
Arielbi Gonzalez,MIL,0.0365,0.0815,0.0324,6.37281,0.3131,0.1461,0,0,1,4.71,1.1582,0.7498,0.70809,0.196,0.5928,,0.048,0.5806,5.2254,5.3352,0.97942,1.764,0.12327,0.12586,-0.00259023159742355,0.284626,1.751,0.292231,0.678044,0.401467,,6.56424,-0.000139139,-0.00066958,999,,,,sa3016800
Tanner McDougal,CHW,0.0341,0.0879,0.0413,6.2847,0.1754,0.1754,0,0,1,4.724,1.1229,0.7403,0.6983,0.191889,0.6505,,0.0531,0.6446,5.8014,5.8545,0.99093,1.727,0.136452,0.137701,-0.00124894082546234,0.279301,1.7734,0.292411,0.686557,0.410714,,6.5712,-0.000139139,-0.00066958,999,,,,sa3017471
Jose Gonzalez,TEX,0.0383,0.081,0.0329,6.49026,0.2653,0.1563,0,0,1,4.748,1.1796,0.7636,0.72114,0.191778,0.6029,,0.0593,0.5809,5.2281,5.4261,0.96351,1.726,0.122346,0.12698,-0.00463353097438812,0.288707,1.7825,0.298154,0.672981,0.412452,,6.57295,-0.000139139,-0.00066958,999,,,,sa3015415
Elian Rodriguez,,0.0371,0.0783,0.0265,6.47694,0.4055,0.1265,0,0,1,4.779,1.1561,0.7625,0.71966,0.177889,0.6794,,0.0503,0.5918,5.3262,6.1146,0.871063,1.601,0.123833,0.142164,-0.0183302089571953,0.285506,1.8355,0.29827,0.676351,0.412006,,6.5731,-0.000139139,-0.00066958,999,,,,sa3004715
Dylan MacLean,TEX,0.0404,0.074,0.0275,6.24753,0.4344,0.1204,0,0,1,4.732,1.1413,0.7349,0.69417,0.189778,0.6282,,0.0473,0.5874,5.2866,5.6538,0.935053,1.708,0.124134,0.132756,-0.00862214714288712,0.281351,1.7695,0.290158,0.687985,0.380638,,6.57385,-0.000139139,-0.00066958,999,,,,sa3014508
Garrett Apker,DET,0.0343,0.0807,0.0246,6.5322,0.422,0.123,0,0,1,4.796,1.155,0.7677,0.7258,0.175111,0.6871,,0.0505,0.5847,5.2623,6.1839,0.850968,1.576,0.121914,0.143265,-0.021351121366024,0.284595,1.8421,0.297063,0.672785,0.392008,,6.57488,-0.000139139,-0.00066958,999,,,,sa3020821
Jonny Cuevas,TBR,0.0365,0.0843,0.036,6.44616,0.215,0.167,0,0,1,4.727,1.194,0.7604,0.71624,0.182333,0.5933,,0.0466,0.4841,4.3569,5.3397,0.815945,1.641,0.102412,0.125513,-0.0231013298034668,0.292139,1.7873,0.295751,0.670286,0.430478,,6.57687,-0.000139139,-0.00066958,999,,,,sa3017931
Carson Rudd,CIN,0.0388,0.0812,0.0358,6.37542,0.2365,0.1625,0,0,1,4.656,1.1126,0.7467,0.70838,0.219556,0.5859,,0.0501,0.7186,6.4674,5.2731,1.22649,1.976,0.154338,0.125838,0.0285008549690247,0.276766,1.6985,0.289776,0.684196,0.366189,,6.58006,-0.000139139,-0.00066958,999,,,,sa3014812
Martin Carrasco,,0.0337,0.0865,0.037,6.33375,0.2365,0.1625,0,0,1,4.683,1.1771,0.7457,0.70375,0.202,0.5613,,0.0434,0.5559,5.0031,5.0517,0.990379,1.818,0.118706,0.119859,-0.00115310400724411,0.288625,1.7384,0.293669,0.681987,0.411313,,6.58334,-0.000139139,-0.00066958,999,,,,sa3002791
Ryan Cardona,CIN,0.0378,0.0819,0.0336,6.45057,0.2513,0.1593,0,0,1,4.72,1.1237,0.7579,0.71673,0.201444,0.6536,,0.0541,0.7049,6.3441,5.8824,1.07849,1.813,0.149343,0.138475,0.0108686536550522,0.280064,1.7773,0.296931,0.681746,0.40545,,6.58712,-0.000139139,-0.00066958,999,,,,sa3017470
Rafael Ohashi,TOR,0.0393,0.0815,0.0389,6.30198,0.2109,0.1679,0,0,1,4.713,1.1397,0.7422,0.70022,0.193222,0.6091,,0.0511,0.58,5.22,5.4819,0.952225,1.739,0.123064,0.129238,-0.00617440789937973,0.281213,1.7488,0.288597,0.680922,0.402258,,6.58753,-0.000139139,-0.00066958,999,,,,sa3015040
Gabriel Agostini,WSN,0.0338,0.085,0.0344,6.32655,0.2901,0.1511,0,0,1,4.737,1.1549,0.7449,0.70295,0.179,0.6396,,0.0566,0.5407,4.8663,5.7564,0.845372,1.611,0.114144,0.135022,-0.0208781883120537,0.28581,1.7945,0.293848,0.679837,0.399316,,6.58924,-0.000139139,-0.00066958,999,,,,sa3015488
Victor Villanueva,STL,0.0396,0.0754,0.0273,6.40026,0.4113,0.1253,0,0,1,4.761,1.1603,0.7545,0.71114,0.173778,0.6678,,0.0522,0.5424,4.8816,6.0102,0.812219,1.564,0.113926,0.140265,-0.0263390019536018,0.287132,1.8281,0.296714,0.677431,0.419297,,6.58935,-0.000139139,-0.00066958,999,,,,sa3008137
Braeden Fausnaught,PHI,0.0399,0.0741,0.0273,6.23628,0.4451,0.1181,0,0,1,4.754,1.1273,0.7356,0.69292,0.176444,0.6942,,0.0467,0.5899,5.3091,6.2478,0.849755,1.588,0.124085,0.146024,-0.0219394117593765,0.280905,1.8215,0.292863,0.689689,0.410732,,6.59172,-0.000139139,-0.00066958,999,,,,sa3020598
Chris McElvain,CIN,0.0376,0.0832,0.0353,6.48459,0.2134,0.1674,0,0,1,4.661,1.1884,0.7618,0.72051,0.214111,0.5357,,0.044,0.5925,5.3325,4.8213,1.10603,1.927,0.127119,0.114932,0.0121862217783928,0.291182,1.7241,0.297521,0.675609,0.408854,,6.59258,-0.000139139,-0.00066958,999,,,,sa3020806
Caleb Franzen,COL,0.0324,0.0895,0.0304,6.83334,0.1829,0.1739,0,0,1,4.728,1.2603,0.8011,0.75926,0.204556,0.5409,,0.0456,0.5396,4.8564,4.8681,0.997597,1.841,0.114129,0.114404,-0.00027494877576828,0.30431,1.8012,0.310756,0.660209,0.406951,,6.59456,-0.000139139,-0.00066958,999,,,,sa3020531
Braden Nett,SDP,0.0362,0.0843,0.0369,6.38631,0.2241,0.1651,0,0,1,4.76,1.1298,0.7519,0.70959,0.182889,0.6794,,0.0499,0.6126,5.5134,6.1146,0.901678,1.646,0.128697,0.142731,-0.0140336006879807,0.280299,1.8092,0.292689,0.680743,0.403142,,6.5953,-0.000139139,-0.00066958,999,,,,sa3020336
Teodoro Ortega,TEX,0.0383,0.0836,0.0372,6.49836,0.1754,0.1754,0,0,1,4.73,1.1777,0.7638,0.72204,0.198111,0.5907,,0.0524,0.582,5.238,5.3163,0.985272,1.783,0.123044,0.124884,-0.00183930993080139,0.288165,1.7684,0.296236,0.673756,0.401508,,6.59578,-0.000139139,-0.00066958,999,,,,sa3006486
Roque Gutierrez,LAD,0.0422,0.0757,0.0305,6.48198,0.309,0.147,0,0,1,4.701,1.182,0.7603,0.72022,0.211556,0.5458,,0.0554,0.6049,5.4441,4.9122,1.10828,1.904,0.128675,0.116103,0.0125717967748642,0.288307,1.7278,0.295566,0.675807,0.384508,,6.59906,-0.000139139,-0.00066958,999,,,,sa3015440
Jose Ramirez,CHW,0.0338,0.088,0.041,6.27723,0.1837,0.1737,0,0,1,4.757,1.1655,0.7435,0.69747,0.173556,0.6413,,0.0754,0.5278,4.7502,5.7717,0.823016,1.562,0.110952,0.134812,-0.0238595753908157,0.288469,1.8068,0.297083,0.679937,0.4682,,6.60576,-0.000139139,-0.00066958,999,,,,sa3006702
Wyatt Cheney,BAL,0.0384,0.0799,0.0334,6.34941,0.2999,0.1489,0,0,1,4.725,1.1518,0.7476,0.70549,0.191556,0.6169,,0.0454,0.5602,5.0418,5.5521,0.908089,1.724,0.118561,0.130561,-0.0120000168681145,0.283506,1.7687,0.290021,0.680496,0.400098,,6.61176,-0.000139139,-0.00066958,999,,,,sa3020562
Edgardo Ibarra,DET,0.0346,0.0865,0.0371,6.40845,0.2092,0.1682,0,0,1,4.831,1.1503,0.7556,0.71205,0.161889,0.7301,,0.0563,0.5533,4.9797,6.5709,0.757841,1.457,0.114531,0.151128,-0.0365969687700272,0.284404,1.8804,0.296873,0.680149,0.410099,,6.6122,-0.000139139,-0.00066958,999,,,,sa3015348
Alfred Vega,,0.0365,0.0805,0.0287,6.49368,0.3453,0.1393,0,0,1,4.756,1.1902,0.7653,0.72152,0.180889,0.6262,,0.0488,0.5093,4.5837,5.6358,0.813318,1.628,0.107086,0.131665,-0.0245794877409935,0.291644,1.8164,0.297661,0.672422,0.423987,,6.613,-0.000139139,-0.00066958,999,,,,sa3006495
Wilian Bormie,TEX,0.038,0.082,0.0334,6.53544,0.2406,0.1616,0,0,1,4.761,1.1563,0.7676,0.72616,0.195333,0.65,,0.0463,0.6323,5.6907,5.85,0.972769,1.758,0.132808,0.136526,-0.00371769070625305,0.284474,1.8063,0.296863,0.677634,0.395139,,6.61867,-0.000139139,-0.00066958,999,,,,sa3020327
Adam Shoemaker,ATL,0.0443,0.0748,0.033,6.47874,0.2604,0.1574,0,0,1,4.833,1.1522,0.7631,0.71986,0.172778,0.7294,,0.0531,0.6146,5.5314,6.5646,0.84261,1.555,0.127167,0.150921,-0.023753359913826,0.284459,1.8816,0.300149,0.682132,0.409794,,6.61945,-0.000139139,-0.00066958,999,,,,sa3017888
Jhoniel Serrano,MIA,0.033,0.0888,0.0346,6.5988,0.1886,0.1726,0,0,1,4.81,1.175,0.7776,0.7332,0.170222,0.6871,,0.0622,0.5478,4.9302,6.1839,0.797264,1.532,0.113888,0.142848,-0.0289605036377907,0.289359,1.8621,0.300591,0.667882,0.430028,,6.62023,-0.000139139,-0.00066958,999,,,,sa3016710
Fernando Guanare,LAA,0.0366,0.0805,0.0281,6.51195,0.3445,0.1395,0,0,1,4.717,1.1986,0.7668,0.72355,0.191556,0.5739,,0.0669,0.523,4.707,5.1651,0.911309,1.724,0.110876,0.121666,-0.0107907578349113,0.294048,1.7725,0.299569,0.66854,0.427945,,6.62166,-0.000139139,-0.00066958,999,,,,sa3015496
Jose Olivares,MIN,0.0352,0.0866,0.0342,6.63291,0.1837,0.1737,0,0,1,4.757,1.1707,0.7771,0.73699,0.195,0.6236,,0.0461,0.5887,5.2983,5.6124,0.944035,1.755,0.123754,0.131091,-0.0073365643620491,0.286424,1.7943,0.295344,0.668639,0.368105,,6.62174,-0.000139139,-0.00066958,999,,,,sa3016267
Drew McDaniel,CHW,0.0329,0.0884,0.0374,6.41106,0.2035,0.1695,0,0,1,4.679,1.2007,0.7542,0.71234,0.207,0.53,,0.0461,0.5246,4.7214,4.77,0.989811,1.863,0.112118,0.113272,-0.00115408003330231,0.292647,1.7307,0.294753,0.677701,0.409709,,6.62514,-0.000139139,-0.00066958,999,,,,sa3020384
Abel Brito,CLE,0.0345,0.0875,0.0373,6.49242,0.1754,0.1754,0,0,1,4.773,1.1709,0.7662,0.72138,0.178444,0.6475,,0.0646,0.5426,4.8834,5.8275,0.837992,1.606,0.113681,0.135659,-0.0219777971506119,0.288335,1.8184,0.297155,0.670799,0.441081,,6.62592,-0.000139139,-0.00066958,999,,,,sa3015458
Kevin Abel,CIN,0.0373,0.0828,0.0336,6.50745,0.234,0.163,0,0,1,4.728,1.1212,0.7638,0.72305,0.204333,0.672,,0.045,0.7178,6.4602,6.048,1.06815,1.839,0.151819,0.142132,0.00968697667121887,0.279531,1.7932,0.296829,0.683019,0.396938,,6.62677,-0.000139139,-0.00066958,999,,,,sa3017879
Kenya Huggins,CIN,0.0368,0.0802,0.0273,6.58035,0.3494,0.1384,0,0,1,4.757,1.1696,0.7745,0.73115,0.193,0.6659,,0.047,0.6373,5.7357,5.9931,0.957051,1.737,0.133971,0.139983,-0.00601218640804291,0.289211,1.8355,0.303877,0.677825,0.43409,,6.62814,-0.000139139,-0.00066958,999,,,,sa3020609
Haminton Mendez,LAA,0.0365,0.0811,0.0289,6.53373,0.328,0.143,0,0,1,4.746,1.1751,0.7693,0.72597,0.186889,0.6411,,0.0569,0.5713,5.1417,5.7699,0.891125,1.682,0.120375,0.135082,-0.0147071033716202,0.290292,1.8162,0.300385,0.67344,0.426932,,6.636,-0.000139139,-0.00066958,999,,,,sa3017150
Walbert Urena,LAA,0.0365,0.0853,0.0366,6.50619,0.1829,0.1739,0,0,1,4.776,1.1606,0.768,0.72291,0.175556,0.6981,,0.0558,0.5796,5.2164,6.2829,0.830254,1.58,0.121357,0.146168,-0.0248115584254265,0.288556,1.8587,0.301519,0.676226,0.44942,,6.63976,-0.000139139,-0.00066958,999,,,,sa3018298
Cesar Lares,MIN,0.036,0.086,0.0366,6.52824,0.1754,0.1754,0,0,1,4.85,1.1518,0.7688,0.72536,0.164556,0.75,,0.0536,0.5792,5.2128,6.75,0.772267,1.481,0.119423,0.154639,-0.0352164953947067,0.284648,1.9018,0.298925,0.677866,0.408637,,6.64666,-0.000139139,-0.00066958,999,,,,sa3019384
Juan Martinez,CIN,0.0369,0.0798,0.0271,6.56325,0.3593,0.1363,0,0,1,4.747,1.1906,0.7736,0.72925,0.191556,0.6333,,0.0527,0.5778,5.2002,5.6997,0.912364,1.724,0.121719,0.133411,-0.0116916000843048,0.293179,1.8239,0.303509,0.675121,0.448006,,6.64766,-0.000139139,-0.00066958,999,,,,sa3016278
Case Williams,COL,0.0314,0.0908,0.0285,6.95079,0.1754,0.1754,0,0,1,4.673,1.2567,0.811,0.77231,0.230444,0.4667,,0.0515,0.5773,5.1957,4.2003,1.23698,2.074,0.123539,0.0998716,0.0236678794026375,0.302469,1.7234,0.306614,0.651352,0.368703,,6.65082,-0.000139139,-0.00066958,999,,,,sa3015013
Brayan Castillo,COL,0.0316,0.0838,0.0179,6.97599,0.4113,0.1253,0,0,1,4.806,1.2517,0.8199,0.77511,0.185889,0.64,,0.0559,0.5523,4.9707,5.76,0.862969,1.673,0.114919,0.133167,-0.0182480216026306,0.304542,1.8917,0.316085,0.656959,0.451044,,6.6547,-0.000139139,-0.00066958,999,,,,sa3006544
Gabe Emmett,LAD,0.0416,0.0762,0.0303,6.48414,0.3131,0.1461,0,0,1,4.816,1.1953,0.7673,0.72046,0.169889,0.6747,,0.0708,0.5225,4.7025,6.0723,0.774418,1.529,0.108493,0.140096,-0.0316029936075211,0.293649,1.87,0.303546,0.67561,0.475577,,6.6551,-0.000139139,-0.00066958,999,,,,sa3017938
Roberto Monegro,SFG,0.0314,0.0895,0.0311,6.72912,0.22,0.166,0,0,1,4.83,1.2016,0.7917,0.74768,0.175333,0.6808,,0.0468,0.5275,4.7475,6.1272,0.774824,1.578,0.109213,0.140952,-0.0317391455173492,0.292902,1.8824,0.301882,0.666307,0.419058,,6.66217,-0.000139139,-0.00066958,999,,,,sa3008766
Brailin Rodriguez,MIL,0.0359,0.0779,0.0235,6.48468,0.4624,0.1144,0,0,1,4.775,1.138,0.7625,0.72052,0.189889,0.6783,,0.0528,0.6241,5.6169,6.1047,0.920094,1.709,0.130702,0.142052,-0.0113507807254791,0.281411,1.8163,0.293541,0.679671,0.40047,,6.6687,-0.000139139,-0.00066958,999,,,,sa3009238
Stiven Cruz,MIL,0.0359,0.0849,0.0359,6.4341,0.2167,0.1667,0,0,1,4.667,1.1365,0.7524,0.7149,0.222222,0.5397,,0.0564,0.6307,5.6763,4.8573,1.16861,2,0.13514,0.115642,0.0194986090064049,0.279177,1.6762,0.284116,0.676732,0.340701,,6.67083,-0.000139139,-0.00066958,999,,,,sa3015938
Bryan Polanco,WSN,0.0304,0.0907,0.0325,6.64641,0.215,0.167,0,0,1,4.728,1.2034,0.7803,0.73849,0.194667,0.5836,,0.0542,0.5119,4.6071,5.2524,0.877142,1.752,0.10827,0.123435,-0.0151649713516235,0.294215,1.787,0.298121,0.664722,0.400309,,6.67531,-0.000139139,-0.00066958,999,,,,sa3016915
Estibenzon Jimenez,PHI,0.0379,0.0835,0.0365,6.48702,0.1928,0.1718,0,0,1,4.688,1.1782,0.7621,0.72078,0.204111,0.5576,,0.0547,0.5305,4.7745,5.0184,0.951399,1.837,0.113161,0.118942,-0.00578071922063828,0.289079,1.7358,0.291548,0.671497,0.397717,,6.68438,-0.000139139,-0.00066958,999,,,,sa3015983
Jesus Rivero,MIL,0.036,0.0797,0.0266,6.43743,0.3939,0.1289,0,0,1,4.779,1.0765,0.7547,0.71527,0.196,0.7202,,0.063,0.7323,6.5907,6.4818,1.0168,1.764,0.153233,0.150701,0.00253191590309143,0.269408,1.7967,0.287042,0.684491,0.362278,,6.68804,-0.000139139,-0.00066958,999,,,,sa3017012
